Date,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),CO (ppm),Vehicle Count,Average Speed (km/h),Temperature (°C),Humidity (%),Wind Speed (m/s),Precipitation (mm)
2022-03-03,61.556316037040226,264.116187768665,87.90699104700673,4.557624866640964,8107,36.29985148181933,25.834065419643974,74.05152510919109,7.493237434013739,42.0708218012675
2022-03-04,167.46012673886656,28.18923924967656,80.02972100448099,2.633886304345848,8169,26.225380612151383,39.18537130158605,63.40603620284641,1.681477655261382,32.37234618756241
2022-03-05,77.78313207178196,251.22869015813356,67.41197449654358,1.1020178279135504,6719,37.7253221788259,26.0997641524233,38.643570261349794,6.61148702154812,17.07535553420218
2022-03-06,63.377556840602345,56.08356289256466,50.957255229712295,0.5694640130281956,5034,25.43356805605523,34.74368738156238,65.89022863543263,7.184558421802071,38.97882244306348
2022-03-07,113.1122558000672,113.83327919255973,68.0164143245132,3.541549496662041,6479,60.08019504458084,37.66893280343803,85.72284623117488,13.454911172785108,28.76041465314005
2022-03-08,36.77560274520491,228.18231176165017,117.21255008087267,2.0374340692946618,9390,27.99960898055451,16.903797175854198,22.285673417920833,5.9220115269442966,49.26349940504508
2022-03-09,162.41742634326755,65.0127708935263,92.27889749719408,4.1447885436097245,1812,71.11075555033327,26.604624073886807,70.46808309160895,14.299863973307076,12.375306428490202
2022-03-10,24.164622299156456,249.03076675333742,134.4158770434527,3.365651689475697,3462,69.03146304359845,33.338616410012875,47.966815662751365,7.276978615715022,3.982792046544348
2022-03-11,197.5085179540983,252.99756982816774,69.29010208498222,4.0219589625985686,3438,20.819701128236566,11.047401079347374,43.41371566075394,14.606707514683933,3.4945905943973843
2022-03-12,156.7265061663649,162.09096545303413,93.02798891421934,1.5053409892085539,3697,73.74358133090688,6.7628792452177695,51.4070200288889,0.12297481696443291,32.00151941758402
2022-03-13,47.75597949149276,21.7880440807134,96.53959519833836,3.5233228278130793,5796,21.736659004602025,37.596935775025244,47.36181313983853,13.4822306220952,46.96301144557619
2022-03-14,11.049202253484456,100.37067728897557,90.7960885344172,1.46749752652985,7704,34.3787470974534,27.68365751659681,86.57912853667533,13.96680677915026,0.0965957145752594
2022-03-15,164.9376714064185,192.7395371452078,106.88189709739987,4.7075287013614,6230,21.943348266559703,4.885696001912184,41.98382486143204,14.4153140364782,36.28855234788887
2022-03-16,144.30289533104724,294.73212984767855,39.42785291434691,3.2545965513601973,626,40.15060922235896,15.208752670425103,78.65224184852683,0.19614801261922277,32.85325912664727
2022-03-17,148.5113619277876,196.90778756466713,79.29274774413965,1.7576566408416419,6102,50.8319915427963,30.84032962920142,27.524785618287098,2.575512548254635,36.615209610973295
2022-03-18,156.54136587032968,92.74500269796474,20.11259640721041,1.4936569390029086,1691,67.79869214090829,19.617834591329895,96.11170979875324,9.806467546398544,17.770270338116777
2022-03-19,24.068483829477167,197.5215968678912,60.75414250849782,1.1164476083438888,3139,40.27889302819017,24.247844417465007,69.78533097988415,0.382090376026607,41.02482223289275
2022-03-20,78.1084884234118,171.19590632043952,75.71172495008334,3.5342766026898933,1866,62.329401480387006,28.91956909202736,76.53748616356481,0.954134942647511,2.2353465709430975
2022-03-21,32.01512130977464,238.3567106423202,99.57251763409351,1.249834942390051,9711,31.25026742713882,22.990413496404127,43.843146567556076,3.316183105401629,37.77155503110138
2022-03-22,173.98965091636276,49.95457887154835,142.82700262499952,3.0574556764519474,6953,65.03590740464759,19.30356948649881,52.967725496649166,7.686596531158263,13.353597067454388
2022-03-23,128.42664409723602,233.08781270056784,92.0944046495116,1.470248129241715,7171,34.15979635455425,28.732642797449806,37.9022709016781,8.188538389002114,23.841888742903578
2022-03-24,72.87062472200334,171.55464202931088,112.82111784560117,3.3774509350105695,7183,28.612685356626073,27.740336594449033,94.60288686417792,0.5139168419025653,41.131813577861024
2022-03-25,22.076086554344492,289.6377610805185,78.4085786268044,4.111710696994588,5039,31.124531022443257,23.344258008243052,59.04835576811021,2.555508761722967,13.567951759556852
2022-03-26,69.08664112597582,115.7242064908321,96.94508454956804,3.934521167094335,9376,30.92378773291132,11.190523602186833,70.4358492526392,7.49558510001983,9.260375582194674
2022-03-27,71.78483118508194,197.13413007750546,15.285171339397147,3.852086388467752,3387,50.77177276261947,13.26154414901222,78.74176244245723,8.90910931415108,34.06565926739421
2022-03-28,148.62517388423217,280.9678695428049,41.886779222067815,1.10106754732281,4586,70.68785487128876,38.669734699784385,49.68848728796311,2.226025447293231,26.669744575340225
2022-03-29,131.1359195574905,48.702723837390195,57.468698514745114,0.6242477455256898,2761,24.776304619550338,0.057366953118662245,77.60813236313129,5.98262117920456,25.720193437309224
2022-03-30,178.57042108950205,282.4239764262063,73.51153647594447,3.554954376739451,4680,62.41737910960536,7.082721276377589,74.07939918050721,13.566021547754286,12.838475776895658
2022-03-31,99.72083578077037,212.60800224422775,11.619068097845641,1.9680666262128863,3341,59.260787579171456,17.158079164195108,76.45274670991571,14.983489305692581,1.7440152910013829
2022-04-01,32.72290672827732,38.994376549448134,25.303494145231063,2.275261886736067,6540,72.35119710976174,32.65283587647036,59.13839201636903,14.808216822467118,20.51345691658584
2022-04-02,145.51650957236905,104.26979874510855,45.138074629739336,0.3495156454082771,4060,34.648853630414436,2.3654048678377535,50.63499058332937,13.225117654303086,5.327974023388399
2022-04-03,154.54915923721052,218.28818482067885,145.87224018065234,1.445966956520236,5258,47.006591521101775,7.462957815607444,37.76657505671919,5.9199013192491865,45.29945753246011
2022-04-04,116.64266753820428,38.858168411256074,53.04531602994236,0.36164673859742735,1126,75.54964246661103,-2.039080199214246,85.97010822407144,10.298614381121762,2.062516173586526
2022-04-05,156.4837641913666,183.0077288493565,74.89595342625196,4.420091708485988,5514,59.59960700811903,26.76933697228683,68.6680037225343,6.248883416762981,21.582542709219073
2022-04-06,103.82116330923424,116.84725594682789,33.43416834706697,1.3683040794489463,1875,43.32610477169581,5.719424596402726,55.5481756877996,9.727905402363042,2.612279185041394
2022-04-07,109.31923758257886,193.8563449748936,93.5631103059864,2.8752184139504386,1681,27.884742971316108,12.490363780192773,95.51967253684892,4.641487064542249,4.777193728238316
2022-04-08,91.23279348812443,32.8077694675036,45.699066249816276,0.387100739173426,6208,35.74910047403546,14.966565116335055,23.827105000563105,9.09303380415498,32.9433333461011
2022-04-09,14.829634081378085,264.0303057226654,35.01392387357188,3.4008674782671586,990,54.872928649363,35.10912710229051,88.01375561640381,7.856377448292749,32.355563048704724
2022-04-10,30.499371128727844,292.5769113696711,79.90303112466697,1.7505312596196505,4229,63.090076853630826,13.509863064905655,99.80660743567779,0.3672039871979993,1.652609743971989
2022-04-11,15.971545280479507,291.2857994799936,5.798340878261019,4.510012097396796,6474,27.46531321111361,1.5351258961862078,90.95536887062939,11.860543556191706,0.05657375604350978
2022-04-12,130.9179781401183,229.90251288801892,6.111284734137673,4.462967306883372,4034,55.975835602643244,18.594172225305446,84.83492684925002,0.17846748367733423,3.9409038621392
2022-04-13,69.72763640450208,56.42414723657695,36.76497731976938,1.7613949681363892,3796,53.02107673032506,38.33310975918833,49.944479472505975,4.397339133799527,38.14994488559711
2022-04-14,106.62843132129353,232.31369486012633,10.324597562619065,4.524612299314246,2440,50.83732680144249,22.345853847286495,38.50513458098348,0.08886098181003554,29.228823637575356
2022-04-15,182.43763004595766,26.884336608464423,20.66373434895025,4.981556832794138,5514,61.40738706092048,39.252424920725765,78.78804163996809,5.643021199427973,1.9059122594245803
2022-04-16,57.36552353828624,26.19459442811923,54.13479415411898,4.16199518779495,2382,70.24697570500771,32.84982890224916,44.36602930308547,0.9474079224620896,24.404850793641366
2022-04-17,87.97275537676965,110.61086136187154,121.37492353907287,4.255382469225099,5408,39.379380990612106,-3.381540970396424,34.08317457239765,13.702664502468618,35.60146785272257
2022-04-18,153.55471632317924,156.82009331330642,87.94705328854862,1.3952419333236314,3487,73.34073140665757,24.62798179196688,82.9220709682873,6.2351894274430295,43.447569730040314
2022-04-19,53.47165144340827,235.7140769861821,79.33682026368038,2.9681715145172305,6085,29.638016757113043,7.904509490104765,45.003492178937776,6.892436622966151,46.701824532950525
2022-04-20,24.626182867470668,211.32270544982146,47.55587936517764,0.5228283870433656,3659,30.381432185069862,20.182758504012572,93.15533835898707,5.2477535413628225,16.372028147703332
2022-04-21,65.05277605361593,144.85275778548953,140.10428931775837,0.6556060967440146,5030,36.00632381743544,7.570533591905196,87.25061158553002,9.412592313026494,6.791621420663285
2022-04-22,40.63204457826084,96.61546655886644,62.567180979392795,4.994684537759795,1181,27.171852172824668,10.699168747238067,87.81122636074042,11.766121749273056,11.846296036572374
2022-04-23,186.64255394508888,299.1948600441591,17.628451185386865,1.7678683972443725,5754,33.81915348097266,36.542592028938074,81.7255780844661,9.722201145734669,38.808574602011184
2022-04-24,163.54287211723923,139.33076462607244,94.47464483708119,3.791282777834463,1573,26.384705774170676,4.298943320126739,90.47051390197893,11.223106775926913,48.57421075211553
2022-04-25,130.34671373698046,146.38836681230913,21.506567054107204,4.071992254528719,2887,69.30514501912342,34.33491031116237,84.4597513742496,13.589604952638906,23.319680868019027
2022-04-26,175.57751213566635,65.81466993366737,55.05735570624535,4.3185117008347005,3193,28.338139513197476,-3.6293986368276436,68.2009090859783,12.953197975071431,15.267660677389488
2022-04-27,162.69769461083175,242.54667364998022,78.57473111408228,4.988615827530351,4840,64.8378534535914,-0.9105557733658234,43.66581748654905,10.110876791305436,21.459529098001724
2022-04-28,45.44831118834681,214.23102321881683,131.7622660793505,1.3591831292329655,2656,22.874832074800025,33.46037686229186,91.05673545713192,3.219569443566429,15.240657232256622
2022-04-29,179.58620971309577,81.8154915808529,76.56425414931721,0.3936839689265586,8466,76.91121965083491,23.37502139091379,87.24828982185535,9.565542765628932,12.824376160357714
2022-04-30,112.47502596397364,43.06669277243596,106.82752107459132,2.1737192863740127,3080,62.66960525166597,28.62562621177976,57.83034577684361,7.591246436107664,29.687537620358977
2022-05-01,163.41362948117188,210.53980458091968,148.9584416548652,0.8243872151789453,7757,20.407792915166706,4.42379518698344,23.126294880156415,10.758288465156301,0.78679901867722
2022-05-02,180.25734698546373,203.26313999871786,24.065922385207337,0.3076442679778646,2659,65.83139001201283,19.168755501554656,71.08349819215307,12.493974725893723,12.977612433249408
2022-05-03,70.42066024465413,96.51266755949861,44.83607120033033,1.9300487702791331,7272,50.84491524597112,28.17486506070871,24.04774829412654,11.140822457796261,33.06910389224945
2022-05-04,30.909865660258586,286.2417974301149,62.213530961658726,3.9619436051611348,2127,66.76191022010718,23.229136165461814,94.10239694787258,12.698417549419279,1.6031348153402514
2022-05-05,53.30768088296892,62.29620969865206,66.16508588813055,2.91766731788034,8719,51.34980853343531,16.226444510104425,96.93050053002456,0.9579956001153578,4.1600908254467495
2022-05-06,91.1504798389887,141.05374429192852,64.59805591350414,1.7013343482096994,7580,58.46149145812128,38.19027038969716,35.159211671968336,0.4743005735619593,14.66980723928924
2022-05-07,165.4228055252737,284.2124576469277,136.60359537070048,3.3408416263650547,2485,67.17989932370243,25.42708000540504,74.1111502443928,3.8775085154939095,43.89023993044924
2022-05-08,173.53881081870526,137.52364873931424,108.53473344769418,1.3136872654822913,8988,44.306483275271404,35.848786010855704,27.38152036502102,13.509991261629425,38.24430800826481
2022-05-09,11.320904800926234,198.78726534594395,93.14625604315205,0.2690309411460081,2681,20.162488989227125,27.839673020815653,78.36135428584977,12.354888764759608,1.1078314708121761
2022-05-10,107.0419874897375,131.32643142958239,49.8590440901034,3.8688962548948513,2796,70.99678975671131,28.09585878689574,47.783013292213965,10.240909466929674,25.085640834424595
2022-05-11,89.30809059826801,96.7802566576276,124.44960571208773,3.193966807347244,7664,42.85342175747975,-1.3991778609044299,74.48400893843562,10.511380011595739,13.734374699370838
2022-05-12,52.200483989438744,295.5137414287519,143.48377416532338,3.8590525976046077,3097,49.762563560994984,11.17590798342746,49.83012073617423,10.900057038873188,32.43228295310315
2022-05-13,32.77441979339973,134.61352176821205,124.07375096978285,0.386902480100795,1401,20.465998529238124,33.62662330238463,31.64540078665886,14.139040507271204,36.07769412967306
2022-05-14,74.14688256668931,270.34777703015766,5.226940252763571,4.2181742135871305,6560,49.52552062100588,5.467173796694018,52.48879844020463,12.482867284613363,43.14312885646412
2022-05-15,189.15284374337864,84.38728964950413,97.27819867659402,3.173725760174256,9790,79.18924409430377,0.19776397704097803,29.0138821307832,9.350855805405713,23.770811855200712
2022-05-16,71.40855708394349,79.66931712702333,12.414630309104606,2.9042976834206726,2177,36.69605964912618,9.674772548745704,66.15066199815567,9.985731528857107,49.722504427279226
2022-05-17,108.57021813123956,28.71754320766318,42.35304694838967,3.1981474309497515,3381,43.72509621454269,4.9197048201676274,23.276122571958382,3.2061039309168295,48.999305364355465
2022-05-18,143.5736021900838,202.4667111052478,13.631081550426895,4.349279584968148,6122,61.2313997881206,36.63796876569198,62.18557436798878,9.859782377344088,44.10833622355166
2022-05-19,79.08962445206586,123.18737624265312,92.55034067766123,3.017295231482754,8552,68.88762005141952,34.058498890095905,90.90949176764327,6.370185186276878,28.74347475790354
2022-05-20,194.63859571698254,262.02030995509836,104.55553745642798,2.988561823463261,1878,45.04349744036602,17.48574536273069,87.02986160954902,2.294428059086156,19.900321875190752
2022-05-21,192.86498603900114,152.498773873636,21.60070751955624,4.955259953915676,1748,38.58013222407755,-2.239525648225939,90.62253597011974,12.096042288698614,18.219315506989247
2022-05-22,57.83863620681919,291.0941598161221,60.65663804152202,3.8323048019291264,6150,76.26954799910402,27.155305574192035,93.76390417016859,7.653706497047184,0.6062375043872414
2022-05-23,104.47721611955323,71.94714439687392,71.1542937985536,2.3230102661654493,6579,60.628698000300155,23.05352791013191,28.36223103005554,14.661375625341323,12.458724862118325
2022-05-24,67.16687886518623,263.214487027571,58.5126881553329,3.595505600158053,9956,27.141278269588465,38.674960182782314,30.299776230057045,4.225190317117875,35.94041174745823
2022-05-25,64.11969393171884,237.4471187816877,22.54862507035299,2.0683062641205847,7536,24.13567268807892,20.152895812166964,64.56054450505029,7.21005168457615,30.181604994653327
2022-05-26,17.008519997361233,235.85811650033457,65.74742957718394,1.2986022199207952,6987,49.01299104742215,10.137717553130923,91.51781347395433,6.719931820033022,45.82110945837668
2022-05-27,125.8172234561804,256.5393038727285,113.92081693222063,3.0648890090612455,1558,33.20540396283634,18.35597621103501,97.94795652192246,1.8116928364886808,2.5011133458278936
2022-05-28,105.50901441348368,233.08671746403968,15.296111357322042,4.655274070946967,2548,35.23908520257521,39.066848113203235,23.700953387199995,6.391729182461693,7.76383015886653
2022-05-29,19.780962737497976,195.3416900567963,16.626102041876003,4.659869696074221,6615,72.66153072967089,26.336309463986375,48.46192673605281,4.313301846313873,39.46218946760651
2022-05-30,62.94282820495617,56.74856575106852,56.441837316217715,1.8411453349063533,4748,25.37396145897864,25.238926206717302,37.031540372799476,2.404807070504016,17.92538155976669
2022-05-31,182.5705183336642,29.107330257550537,141.55022818474413,2.732851837864136,2976,62.921846913733376,5.830671537664841,80.47726791449985,4.232333760542089,5.917266685893896
2022-06-01,55.51675922672476,277.83739738839233,101.94303377482254,1.2158523131353336,5103,36.26853520283528,28.462113290227798,71.21550948296256,3.4987753689958803,49.82252525500446
2022-06-02,37.53002569733239,192.66208806580664,103.40714371752189,4.979029325594641,4053,65.61969328424826,28.76223232622973,29.59104251870763,11.01110296508817,39.36251513346814
2022-06-03,102.99602445273698,243.03044147332938,57.47839867149042,4.9093659577660915,720,63.344683067812674,9.278004269915739,58.68176538919772,0.46162767388740145,20.43705183790613
2022-06-04,197.27358628101413,154.82625842351402,91.08081472523807,3.3176428625957475,5318,20.443514086657583,16.767122457582094,74.8352417897033,9.26194121869832,41.16737384730701
2022-06-05,55.99050158718508,52.846292909470456,6.46902168402279,4.061187486451872,7692,50.548124775295946,8.257149982320522,82.32043151392301,11.409920130354097,34.03019350595767
2022-06-06,137.70575400711692,55.052021816714124,97.23392672938363,3.63248077416176,5123,28.359168942682782,6.641728164592902,21.604216782720684,7.210851847034598,39.49873797849167
2022-06-07,154.70772691245634,211.958280424112,137.42660739855432,3.0471594513894473,7849,71.9736218347206,-3.8346768387731682,91.23756591871118,13.973474700118777,40.76031887828249
2022-06-08,55.15113335855594,140.48565057184956,93.82315290999878,0.4560703855467089,6118,72.29515297174439,7.834528509399945,65.54251063604195,10.618210428548029,4.236434164515895
2022-06-09,148.3611062362533,76.14692347609429,131.68629605262004,2.3828688442527732,7709,45.100748449625485,19.92864774452237,84.95272919679238,11.218854769671259,31.148644384404783
2022-06-10,79.87879521665812,157.64647308760232,109.9760930425836,3.4389742504035707,5076,46.66373710706483,-4.9279465602937025,84.63504240114267,2.9540023116130536,0.33927764884137956
2022-06-11,130.1381078127801,37.97850238103754,22.480970378535087,3.4521517466416864,2371,38.19697636427163,7.744858771435034,35.18821282167753,11.659433637586103,2.172812315058531
2022-06-12,130.37064504456998,182.95199253603167,135.85572955644705,1.990988568427441,8415,62.99637793760186,34.66346495454625,28.81376962029065,12.481421041246724,45.19900045279204
2022-06-13,111.79718997420412,95.31815324182735,14.634357431587357,4.720121535958547,1962,41.51968178158755,21.71418632983124,77.70298151790612,5.418995826089843,26.378186067840275
2022-06-14,27.155056310337578,243.3165481784127,82.42528351942575,1.0033137547365487,6021,36.06754847135802,22.35382708364412,32.514153505729524,3.200446020494568,36.79509929342624
2022-06-15,168.70747416195522,106.90134849860065,25.60988295005136,2.601725341834691,9036,45.933863570270496,13.151393726185894,87.9949993123779,5.77576018805425,41.925049522157295
